STATE, CITY, POPULATION, HOUSING_UNITS, LATITUDE, LONGITUDE = 0, 1, 2, 3, 8, 9
NJ,Newark,273546,100141,61633733,5608553,23.796918,2.165475,40.735201,-74.184938
KY,Lexington-Fayett,260512,116167,736891307,2600547,284.515336,1.004077,38.029632,-84.494642
AK,Anchorage municipalit,260283,100368,4395766279,683445939,1697.214921,263.879964,61.1919,-149.762097
KY,Louisville,256231,121275,160884970,11741970,62.118037,4.5336,38.22887,-85.749534
CA,Riverside,255166,85974,202273249,718579,78.098141,0.277445,33.948065,-117.396127
FL,St. Petersburg,248232,124618,154433318,190238150,59.62704,73.451363,27.782254,-82.667619
CA,Bakersfield,247057,88262,292924337,3366887,113.098724,1.299962,35.357276,-119.031661
CA,Stockton,243771,82042,141699586,3208841,54.710518,1.23894,37.975623,-121.300868
AL,Birmingham,242820,111927,388285284,5270738,149.917793,2.035043,33.524755,-86.81274
NJ,Jersey City,240055,93648,38632377,16046068,14.916045,6.195422,40.722102,-74.065385
VA,Norfolk,234403,94416,139155107,110271113,53.728089,42.575917,36.885747,-76.2599
LA,Baton Rouge,227818,97388,199026058,5744099,76.844394,2.217809,30.45809,-91.140229
FL,Hialeah,226419,72142,49834969,1298013,19.24139,0.501166,25.860474,-80.293971
NE,Lincoln,225581,95199,193320554,1910782,74.641486,0.737757,40.809868,-96.675345
NC,Greensboro,223891,99305,271191188,11770980,104.707508,4.544801,36.079868,-79.819416
TX,Plano,222030,86078,185355135,160716,71.566021,0.062053,33.050374,-96.745935
NY,Rochester,219773,99789,92812036,3277968,35.834929,1.265631,43.165496,-77.611504
AZ,Glendale,218812,79667,144222482,172404,55.684614,0.066566,33.580726,-112.199309
OH,Akron,217074,97315,160758135,878572,62.069066,0.339219,41.073155,-81.5179
TX,Garland,215768,75300,147914972,6084,57.110292,0.002349,32.907325,-96.635197
WI,Madison,208054,92394,177861048,41452959,68.672537,16.005078,43.074613,-89.394757
IN,Fort Wayne,205727,90915,204485960,437935,78.952474,0.169088,41.078348,-85.126546
CA,Fremont,203413,69452,198631446,27003283,76.692033,10.426026,37.542943,-121.982786
AZ,Scottsdale,202705,104974,477082422,590200,184.202561,0.227878,33.590709,-111.895985
AL,Montgomery,201568,86787,402434454,2094203,155.380818,0.808576,32.361538,-86.279118
LA,Shreveport,200145,86802,267132491,37939871,103.140436,14.648667,32.468003,-93.771115
TX,Lubbock,199564,84066,297351780,262076,114.808169,0.101188,33.564735,-101.877793
VA,Chesapeake,199184,72672,882457445,26367516,340.718739,10.180555,36.767398,-76.287405
AL,Mobile,198915,86187,305367514,107567062,117.903061,41.531877,30.679523,-88.10328
IA,Des Moines,198682,85067,196311853,3758532,75.796433,1.451177,41.590939,-93.620866
MI,Grand Rapids,197800,77960,115612225,1765439,44.638132,0.68164,42.960476,-85.65828
VA,Richmond,197790,92282,155581363,6418229,60.070303,2.478092,37.538346,-77.461507
NY,Yonkers,196086,77589,46818236,5799510,18.076623,2.239203,40.941478,-73.864365
WA,Spokane,195629,87941,149594622,1977995,57.758809,0.763708,47.673341,-117.410271
GA,Augusta-Richmond County (balance,195182,80481,782517375,11259339,302.13166,4.347255,33.433271,-82.022048
CA,Glendale,194973,73713,79371339,64478,30.645447,0.024895,34.170939,-118.250081
WA,Tacoma,193556,81102,129707945,32454198,50.08052,12.530636,47.241371,-122.459389
TX,Irving,191615,80293,174119047,1148213,67.227743,0.443328,32.847128,-96.966255
CA,Huntington Beach,189594,75662,68356137,13394890,26.392453,5.171796,33.692888,-118.000194
VA,Arlington,189453,90426,67002719,243499,25.869896,0.094015,38.880344,-77.10826
CA,Modesto,188856,67179,92686867,453125,35.786601,0.174953,37.661479,-120.994543
NC,Durham,187035,80797,245100359,732970,94.633782,0.283001,35.988644,-78.907167
NV,Paradise,186070,85398,122087922,0,47.138412,0,36.082073,-115.124654
FL,Orlando,185951,88486,242151838,19318223,93.495351,7.458808,28.533513,-81.375789
ID,Boise City,185787,77850,165179265,533037,63.776073,0.205807,43.613739,-116.237651
GA,Columbus,185781,75940,559675383,12273208,216.091883,4.738712,32.489608,-84.940422
NC,Winston-Salem,185776,82593,281921357,2028702,108.850449,0.783286,36.102764,-80.260491
CA,San Bernardino,185401,63535,152324219,1129954,58.812712,0.436278,34.12951,-117.29315
MS,Jackson,184256,75678,271697864,4961318,104.903136,1.915576,32.320445,-90.204415
AR,Little Rock,183133,84793,300965094,1581142,116.203277,0.610482,34.736009,-92.331122
UT,Salt Lake City,181743,77054,282520805,3344036,109.081897,1.29114,40.7547,-111.892622
NV,Reno,180480,79453,179001970,582340,69.11305,0.224843,39.52711,-119.821812
VA,Newport News,180150,74117,176881042,131458568,68.294155,50.756439,37.071046,-76.484557
AZ,Chandler,176581,66592,149924914,247876,57.886335,0.095705,33.297756,-111.863522
TX,Laredo,176576,50319,203209852,2824354,78.459766,1.090489,27.524445,-99.490593
NV,Henderson,175381,71149,206392591,0,79.688628,0,36.029249,-115.025286
TN,Knoxville,173890,84981,239982414,14060176,92.657732,5.428665,35.972882,-83.942161
TX,Amarillo,173627,72408,232744974,1155034,89.863341,0.445961,35.199252,-101.845163
RI,Providence,173618,67915,47828598,5347070,18.466726,2.064515,41.82355,-71.422132
CA,Chula Vista,173556,59495,126590858,6111864,48.877006,2.359804,32.62791,-117.047988
MA,Worcester,172648,70723,97282047,2599021,37.56081,1.003488,42.268843,-71.803774
CA,Oxnard,170358,45166,65563677,29206118,25.314278,11.276546,34.191292,-119.182497
OH,Dayton,166179,77321,144460844,2204087,55.776646,0.851003,39.762708,-84.196665
CA,Garden Grove,165196,46703,46682784,45889,18.024324,0.017718,33.778766,-117.960267
CA,Oceanside,161029,59581,105127026,2545331,40.589773,0.982758,33.211566,-117.325701
AZ,Tempe,158625,67068,103761893,333399,40.062693,0.128726,33.388696,-111.928783
AL,Huntsville,158216,73670,450777284,994377,174.04609,0.383931,34.712341,-86.596296
CA,Ontario,158007,45182,128939969,190090,49.784002,0.073394,34.052811,-117.627861
NV,Sunrise Manor,156120,58410,99061492,0,38.247858,0,36.175445,-115.059707
TN,Chattanooga,155554,72108,350188452,20614900,135.208523,7.959458,35.045473,-85.267255
FL,Fort Lauderdale,152397,80862,82177446,11102343,31.728891,4.286639,26.135763,-80.14181
MA,Springfield,152082,61172,83139927,2851642,32.100507,1.101025,42.112411,-72.547455
MO,Springfield,151580,69650,189470824,1656042,73.155097,0.639401,37.195098,-93.286213
CA,Santa Clarita,151088,52442,123871154,47335,47.826922,0.018276,34.416561,-118.506443
CA,Salinas,151060,39659,49222831,0,19.005042,0,36.683859,-121.643128
FL,Tallahassee,150624,68417,247883174,6588270,95.708233,2.543745,30.4518,-84.27277
IL,Rockford,150115,63570,145053512,1847647,56.005476,0.713381,42.26977,-89.069754
CA,Pomona,149473,39598,59155909,0,22.840225,0,34.06076,-117.755886
NJ,Paterson,149222,47169,21865645,754974,8.442373,0.291497,40.915498,-74.162927
KS,Overland Park,149080,62586,146977591,261304,56.748368,0.10089,38.940071,-94.680697
CA,Santa Rosa,147595,57578,103924571,638832,40.125503,0.246654,38.448611,-122.704646
NY,Syracuse,147306,68192,64984287,1426644,25.090575,0.55083,43.046899,-76.144423
KS,Kansas City,146866,61446,321829123,9200567,124.258924,3.552359,39.10678,-94.67647
VA,Hampton,146437,57311,134112964,218719814,51.781307,84.448196,37.034946,-76.360126
LA,Metairie,146136,67225,60109246,140390,23.208311,0.054205,29.997797,-90.177473
CO,Lakewood,144126,62422,107721405,2262546,41.591469,0.873574,39.706337,-105.102859
WA,Vancouver,143560,60039,110834683,8652282,42.793512,3.340665,45.633743,-122.603011
CA,Irvine,143072,53711,119611639,811639,46.182314,0.313376,33.684065,-117.792581
IL,Aurora,142990,48797,99781930,2313387,38.52602,0.893204,41.759879,-88.298482
CA,Moreno Valley,142381,41431,132681137,919933,51.228476,0.355188,33.926267,-117.228345
TX,Pasadena,141674,50367,114378989,930762,44.161976,0.359369,29.676196,-95.173845
CA,Hayward,140030,45922,114822601,48461799,44.333256,18.711206,37.643632,-122.076971
TX,Brownsville,139722,42323,208234622,6782294,80.39984,2.618658,25.930307,-97.484424
CT,Bridgeport,139529,54367,41438404,8801770,15.999458,3.398383,41.188596,-73.195915
FL,Hollywood,139357,68426,70810283,8949905,27.340004,3.455578,26.021467,-80.17491
MI,Warren,138247,57249,88808672,65091,34.289221,0.025132,42.491987,-83.023996
CA,Torrance,137946,55967,53200620,0,20.540875,0,33.834815,-118.34133
OR,Eugene,137893,61444,104944166,107431,40.519171,0.041479,44.057663,-123.110345
FL,Pembroke Pines,137427,55296,85610304,3578423,33.054325,1.381637,26.012913,-80.313689
OR,Salem,136924,53817,118449012,1644475,45.733421,0.634935,44.931109,-123.029159
CA,Pasadena,133936,54132,59822529,193525,23.097609,0.07472,34.156098,-118.131808
CA,Escondido,133559,45050,93974850,493360,36.283894,0.190487,33.124794,-117.08085
CA,Sunnyvale,131760,53753,56814917,1794420,21.936363,0.692829,37.371991,-122.02602
GA,Savannah,131510,57437,193581369,8716362,74.742188,3.365406,32.050706,-81.103762
CA,Fontana,128929,35908,93543484,5784,36.117343,0.002233,34.097744,-117.458222
CA,Orange,128821,41904,60592534,1309478,23.394909,0.505592,33.802945,-117.832506
IL,Naperville,128358,45651,91625908,375503,35.376962,0.144983,41.749826,-88.155719
VA,Alexandria,128283,64251,39310427,595095,15.177841,0.229767,38.816242,-77.071282
CA,Rancho Cucamonga,127743,42134,96984910,29934,37.446085,0.011558,34.123345,-117.579404
TX,Grand Prairie,127427,46425,184933815,26252326,71.403348,10.13608,32.715266,-97.016864
CA,Fullerton,126003,44771,57496654,77032,22.199583,0.029742,33.879914,-117.928749
CA,Corona,124966,39271,91030562,58527,35.147098,0.022597,33.869998,-117.567783
MI,Flint,124943,55464,87108838,1113267,33.632912,0.429835,43.027577,-83.693996
TX,Mesquite,124523,46245,112446764,125395,43.41594,0.048415,32.782878,-96.609862
MI,Sterling Heights,124471,47547,94899631,135368,36.640954,0.052266,42.579819,-83.028126
CA,East Los Angeles,124283,31096,19277903,9010,7.44324,0.003479,34.031462,-118.168653
SD,Sioux Falls,123975,51680,145860399,47715,56.317017,0.018423,43.536285,-96.73178
CT,New Haven,123626,52941,48821502,3627218,18.850088,1.400477,41.311147,-72.92315
KS,Topeka,122377,56435,145059996,2518306,56.00798,0.972323,39.0392,-95.689508
CA,Concord,121780,45083,78052655,0,30.1363,0,37.967825,-122.015135
IN,Evansville,121582,57065,105422842,152682,40.703989,0.058951,37.977166,-87.550566
CT,Hartford,121578,50644,44820685,1720944,17.305364,0.66446,41.76255,-72.688587
NC,Fayetteville,121015,53565,152205458,3093678,58.766858,1.194476,35.066663,-78.917579
IA,Cedar Rapids,120758,52240,163523046,3309403,63.136604,1.277768,41.9831,-91.668529
NJ,Elizabeth,120568,42838,31652836,3714094,12.221229,1.43402,40.662152,-74.209066
MI,Lansing,119128,53159,90773113,508714,35.047696,0.196416,42.717585,-84.554916
CA,Lancaster,118718,41745,243455407,462076,93.998662,0.178409,34.68698,-118.154062
CO,Fort Collins,118652,47755,120546233,1546606,46.543163,0.597148,40.559238,-105.078302
FL,Coral Springs,117549,41337,61923777,614144,23.908905,0.237122,26.270658,-80.259163
NV,Spring Valley,117390,52870,86390303,0,33.355484,0,36.11252,-115.250198
CT,Stamford,117083,47317,97759283,37105530,37.745072,14.326526,41.074448,-73.541316
CA,Thousand Oaks,117005,42958,142087446,405427,54.860272,0.156536,34.189489,-118.875053
CA,Vallejo,116760,41219,78184284,48078637,30.187122,18.563266,38.112969,-122.235882
CA,Palmdale,116670,37096,271847549,352605,104.96093,0.136142,34.581005,-118.100603
SC,Columbia,116278,46142,324329064,6454529,125.224157,2.492108,34.017105,-81.010759
CA,El Monte,115965,27758,24741292,362301,9.552667,0.139885,34.073276,-118.027491
TX,Abilene,115930,45618,272288881,14189829,105.131329,5.478724,32.446425,-99.745482
NV,North Las Vegas,115488,36600,203341997,0,78.510787,0,36.228511,-115.146593
MI,Ann Arbor,114024,47218,69963263,1723399,27.012968,0.665408,42.274488,-83.739261
TX,Beaumont,113866,48815,220186584,2386502,85.014519,0.921434,30.079912,-94.126653
TX,Waco,113726,45819,218080509,29323767,84.201359,11.32197,31.551516,-97.15593
MO,Independence,113288,50213,202869151,326566,78.32822,0.126088,39.079805,-94.406551
IL,Peoria,112936,49125,115004873,5774597,44.403632,2.229584,40.720737,-89.609421
CA,Inglewood,112580,38648,23660441,0,9.135348,0,33.957513,-118.346082
IL,Springfield,111454,53733,139861459,16335748,54.000814,6.307268,39.78325,-89.650373
CA,Simi Valley,111351,37272,101480311,654058,39.181769,0.252533,34.271078,-118.739428
LA,Lafayette,110257,46865,123265752,237371,47.593175,0.091649,30.213901,-92.029363
AZ,Gilbert,109697,37007,111257178,621246,42.956638,0.239864,33.344439,-111.762411
TX,Carrollton,109576,40458,94453410,456306,36.468667,0.176181,32.990092,-96.893277
WA,Bellevue,109569,48396,79633937,8159739,30.746836,3.150493,47.597554,-122.159245
UT,West Valley City,108896,33488,91682728,144518,35.398901,0.055799,40.689181,-111.993867
FL,Clearwater,108787,56802,65493574,32210783,25.287211,12.436653,27.973644,-82.764271
CA,Costa Mesa,108724,40406,40480225,148440,15.629503,0.057313,33.664969,-117.912289
AZ,Peoria,108364,42573,357980973,8966631,138.217232,3.462036,33.649738,-112.251584
IN,South Bend,107789,46349,100190768,1104914,38.683873,0.42661,41.672597,-86.255157
CA,Downey,107323,34759,32165521,431183,12.419178,0.166481,33.938164,-118.130801
CT,Waterbury,107271,46827,73996353,908798,28.570153,0.350889,41.55604,-73.038327
NH,Manchester,107006,45892,85500279,4913562,33.011844,1.897137,42.986284,-71.45156
PA,Allen,106632,45960,45941098,613233,17.737958,0.236771,40.601697,-75.477328
TX,McAllen,106414,37922,119072021,740872,45.973966,0.286052,26.216263,-98.236385
IL,Joliet,106221,38176,98572617,741276,38.059102,0.286208,41.53303,-88.108933
MA,Lowell,105167,39468,35672657,1974060,13.77329,0.762189,42.639515,-71.314588
UT,Provo,105166,30374,102658573,5565182,39.636698,2.148729,40.244421,-111.660804
CA,West Covina,105080,32058,41712120,0,16.10514,0,34.05666,-117.918617
TX,Wichita Falls,104197,41916,183076357,61485,70.68618,0.023739,33.897047,-98.514881
PA,Erie,103717,44971,56876941,15626289,21.960311,6.033344,42.114507,-80.076213
CA,Daly City,103621,31311,19584146,0,7.561481,0,37.6907,-122.46595
TN,Clarksville,103455,40041,245687477,1769125,94.860469,0.683063,36.559383,-87.358261
CA,Norwalk,103298,27554,25079782,137537,9.683358,0.053103,33.906914,-118.083398
IN,Gary,102746,43630,130093404,18168721,50.229346,7.014983,41.580786,-87.345449
CA,Berkeley,102743,46875,27088857,18769384,10.459067,7.2469,37.871775,-122.274603
CA,Santa Clara,102361,39630,47629554,0,18.389874,0,37.354441,-121.969119
WI,Green Bay,102313,43123,113626986,27069626,43.871626,10.451641,44.513442,-88.015787
FL,Cape Coral,102286,45653,272435014,25666101,105.187751,9.909737,26.6396,-81.982471
CO,Arvada,102153,39733,84579354,485410,32.656273,0.187418,39.819962,-105.110975
CO,Pueblo,102121,43121,116746768,767216,45.076181,0.296224,38.266933,-104.620393
MA,Cambridge,101355,44725,16650213,1812488,6.428683,0.699806,42.373746,-71.110554
CO,Westminster,100940,39318,81598894,3514558,31.50551,1.356978,39.873418,-105.057222
CA,San Buenaventura (Ventura),100916,39803,54559585,30021407,21.065574,11.591331,34.275242,-119.228048
VA,Portsmouth,100565,41605,85885150,34863486,33.160443,13.460868,36.831298,-76.345641
MI,Livonia,100545,38658,92509485,308696,35.718113,0.119188,42.395086,-83.365608
CA,Burbank,100316,42847,44932251,42835,17.34844,0.016539,34.18017,-118.328341
GA,Athens-Clarke County (balance,100266,41633,304977206,1246845,117.752363,0.48141,33.955464,-83.383245
CA,Richmond,99216,36044,77645274,58532249,29.979009,22.599429,37.936874,-122.342057
IA,Davenport,98359,41350,162627219,5568187,62.790723,2.149889,41.542982,-90.590745
MI,Dearborn,97775,38981,63100915,228773,24.363401,0.08833,42.314586,-83.216633
NJ,Edison,97687,36018,78015701,1469968,30.122032,0.567558,40.538204,-74.378585
GA,Macon,97255,44341,144527528,1200040,55.802393,0.463338,32.834839,-83.651672
SC,Charleston,96650,44563,251206410,44312697,96.991341,17.109229,32.789295,-79.986255
CA,South Gate,96375,24269,19076634,304335,7.36553,0.117504,33.944264,-118.194903
CA,Fairfield,96178,31792,97523901,48202,37.65419,0.018611,38.257763,-122.054256
CA,Arden-Arcade,96025,44818,48909825,275011,18.88419,0.106182,38.605154,-121.37975
OK,Norman,95694,41547,458446491,32370844,177.007187,12.498453,35.221617,-97.418236
NY,Albany,95658,45288,55369143,1205484,21.378147,0.46544,42.659829,-73.781339
MI,Clinton,95648,41803,73021625,68105,28.193808,0.026295,42.580234,-82.917053
FL,Gainesville,95447,40105,124791699,2385009,48.182346,0.920857,29.665245,-82.336097
TX,Midland,94996,39855,172514403,480182,66.608186,0.185399,32.005072,-102.099239
VA,Roanoke,94911,45257,111070256,71960,42.884467,0.027784,37.276895,-79.955711
CA,El Cajon,94869,35190,37739668,0,14.571368,0,32.7983,-116.960055
CO,Boulder,94673,40726,63129925,2581332,24.374601,0.996658,40.019425,-105.259502
NC,Cary,94536,36863,109014920,3564295,42.090898,1.376182,35.778919,-78.800208
IL,Elgin,94487,32665,64756361,1000108,25.002572,0.386144,42.039426,-88.288627
MA,Brockton,94304,34837,55601079,323173,21.467698,0.124778,42.0825,-71.021788
MA,New Bedford,93768,41511,52115642,10111176,20.121963,3.903947,41.651803,-70.933705
CA,Compton,93493,23795,26247276,181222,10.13413,0.06997,33.896715,-118.225078
CA,Mission Viejo,93102,32985,48322642,953493,18.657477,0.368146,33.612739,-117.656038
KS,Olathe,92962,33343,140277472,787554,54.161437,0.304076,38.880788,-94.803184
OK,Lawton,92757,36433,194611657,0,75.139984,0,34.609424,-98.417781
CA,San Mateo,92482,38249,31643673,9683103,12.217691,3.738667,37.554286,-122.313044
CA,Santa Barbara,92325,37076,49148584,58102832,18.976375,22.43363,34.425804,-119.714189
MA,Fall River,91938,41857,80345911,18652400,31.021731,7.201732,41.698102,-71.146994
CA,Rialto,91873,26045,56644735,23046,21.870655,0.008898,34.11136,-117.382403
TX,Richardson,91802,36530,73981654,8658,28.564478,0.003343,32.965628,-96.715707
CA,Visalia,91565,32654,74011804,11920,28.576118,0.004602,36.3241,-119.307347
WA,Everett,91488,38512,84186392,39236628,32.504549,15.149347,47.963434,-122.200527
TX,Odessa,90943,37966,95305569,189619,36.797687,0.073212,31.863294,-102.36549
ND,Fargo,90599,41200,98253772,0,37.935995,0,46.871414,-96.808658
CA,Antioch,90532,30116,69795477,1636347,26.948185,0.631797,37.992421,-121.802225
WI,Kenosha,90352,36004,61661435,399484,23.807614,0.154242,42.58222,-87.845624
OR,Gresham,90205,35309,57380311,244638,22.154663,0.094455,45.503692,-122.439425
CA,Vista,89857,29814,48384187,0,18.68124,0,33.193549,-117.24114
MT,Billings,89847,39293,87313328,275204,33.711866,0.106257,45.786553,-108.537139
CA,Carson,89730,25337,48800822,320304,18.842104,0.12367,33.839684,-118.259588
MA,Lynn,89050,34637,28011557,6939133,10.815323,2.679214,42.473996,-70.955583
FL,Port St. Lucie,88769,36785,195649282,2975079,75.540613,1.148684,27.275772,-80.355029
CA,Vacaville,88625,28696,70146261,0,27.083624,0,38.35381,-121.972683
TX,San Angelo,88439,37699,144769235,6085115,55.895717,2.349476,31.453113,-100.452502
UT,Sandy,88418,26579,57821555,54806,22.325028,0.021161,40.572415,-111.85961
MD,Columbia,88254,35281,71385933,264779,27.562264,0.102232,39.203573,-76.857034
CA,Westminster,88207,26940,26186410,0,10.11063,0,33.751418,-117.993929
MA,Quincy,88025,40093,43472331,26180360,16.784762,10.108294,42.260566,-71.005851
FL,Miami Beach,87933,59723,18216622,30237853,7.033477,11.674901,25.813025,-80.134065
IL,Waukegan,87901,29243,59599878,204731,23.011643,0.079047,42.372471,-87.861521
MN,Duluth,86918,36994,176139108,50023782,68.007693,19.314291,46.780373,-92.117079
TX,Killeen,86911,35343,91545574,136297,35.345945,0.052625,31.105591,-97.726586
NH,Nashua,86605,35387,80009970,2467496,30.892023,0.952706,42.751038,-71.480817
MI,Westland,86602,38077,52964504,13466,20.44971,0.005199,42.316604,-83.375405
NJ,Toms River,86327,34375,101969383,3203261,39.370601,1.236786,39.97927,-74.167512
NC,High Point,85839,35952,127031741,4258326,49.047231,1.644149,35.970536,-79.99751
RI,Warwick,85808,37085,91940953,36574361,35.498602,14.12144,41.718114,-71.415227
MN,Rochester,85806,35346,102586041,355537,39.608694,0.137274,44.025763,-92.473226
CA,Alhambra,85804,30069,19741052,0,7.622063,0,34.081859,-118.135052
GA,Sandy Springs,85781,42794,97698595,3249542,37.72164,1.254655,33.937401,-84.368625
FL,Sunrise,85779,35661,47144164,594059,18.202464,0.229367,26.157145,-80.286002
OH,Parma,85655,36414,51697060,44512,19.960347,0.017186,41.391852,-81.728502
IL,Cicero,85616,24640,15141052,0,5.845993,0,41.845232,-87.759933
NJ,Trenton,85403,33843,19831508,1266027,7.656988,0.488816,40.221741,-74.756138
MN,Bloomington,85172,37104,91896619,7483389,35.481484,2.889353,44.833714,-93.309973
CA,Citrus Heights,85071,34897,37159982,0,14.34755,0,38.694702,-121.290548
IA,Sioux City,85013,33816,141933899,2971150,54.800987,1.147167,42.497957,-96.395705
MO,Columbia,84531,35916,137448551,698280,53.069184,0.269607,38.948351,-92.333779
UT,Orem,84324,24166,47762529,0,18.441216,0,40.298753,-111.696486
CA,Hawthorne,84112,29629,15695838,0,6.060197,0,33.917214,-118.348607
CA,Santa Monica,84084,47863,21395253,19806364,8.260754,7.64728,34.022059,-118.481336
MA,Newton,83829,32112,46756342,386463,18.052725,0.149214,42.337713,-71.209936
CA,Whittier,83680,28977,37894041,0,14.630972,0,33.965662,-118.024495
TX,Tyler,83650,35337,127693144,295880,49.302601,0.11424,32.334249,-95.299927
WA,Federal Way,83259,32581,54462482,327088,21.028083,0.126289,47.31296,-122.339173
IN,Hammond,83048,34139,59254996,5053206,22.878483,1.951054,41.611185,-87.49308
